"Severity","Category","File","Message","Recommendation"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\DiscoveryModuleBase.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\DiscoveryModuleBase.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\DiscoveryModuleBase.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\DiscoveryModuleBase.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\DiscoveryModuleBase.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\DiscoveryModuleBase.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\DiscoveryModuleBase.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExchangeDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExchangeDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExchangeDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExchangeDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExchangeDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing a property name or method definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GPODiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GPODiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GPODiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GPODiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GPODiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GPODiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GPODiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GraphDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GraphDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GraphDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GraphDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GraphDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\GraphDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\IntuneDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\IntuneDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\IntuneDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\IntuneDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\IntuneDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\IntuneDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\NetworkInfrastructureDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\NetworkInfrastructureDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\NetworkInfrastructureDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\NetworkInfrastructureDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\NetworkInfrastructureDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\NetworkInfrastructureDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SharePointDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SharePointDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SharePointDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SharePointDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SharePointDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SharePointDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SQLServerDiscovery.psm1","An expression was expected after '('.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SQLServerDiscovery.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SQLServerDiscovery.psm1","The Try statement is missing its Catch or Finally block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Discovery\SQLServerDiscovery.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
