"Severity","Category","File","Message","Recommendation"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\EnvironmentDetectionDiscovery.psm1","Function 'Get-DiscoveryInfo' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Function 'Get-ExternalIdentityConfig' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Function 'Get-GuestDomain' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Function 'Get-PartnerType' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Function 'Get-PartnerRiskAssessment' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Function 'Convert-ToFlattenedData' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\ExternalIdentityDiscovery.psm1","Function 'Get-DiscoveryInfo' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Function 'Write-SafeLog' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Function 'Get-FileServerConfig' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Function 'Get-OrCreateCimSession' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\FileServerDiscovery.psm1","Function 'Convert-ToFlattenedFileServerData' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\GPODiscovery.psm1","Function 'Convert-ToFlattenedGPOData' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\GraphDiscovery.psm1","Function 'Write-GraphLog' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\IntuneDiscovery.psm1","Function 'Initialize-IntuneDiscovery' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Function 'Write-LicensingLog' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Function 'Get-FriendlyLicenseName' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Function 'Get-FriendlyServicePlanName' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\LicensingDiscovery.psm1","Function 'Get-EstimatedLicensePrice' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\NetworkInfrastructureDiscovery.psm1","Function 'Convert-ToFlattenedNetworkData' lacks error handling","Add try-catch blocks for robust error handling"
"WARN","ErrorHandling","C:\UserMigration\Modules\Discovery\NetworkInfrastructureDiscovery.psm1","Function 'Get-DiscoveryInfo' lacks error handling","Add try-catch blocks for robust error handling"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The hash literal was incomplete.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'else' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing ] at end of attribute or type literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing ] at end of attribute or type literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","A switch statement must have one of the following:  '-file file_name' or '( expression )'.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '{' in switch statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing ] at end of attribute or type literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'elseif' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'catch' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing type name after '['.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing expression after unary operator '++'.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '=' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '=' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'catch' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing type name after '['.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing expression after unary operator '++'.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '=' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'catch' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The ampersand (&) character is not allowed. The & operator is reserved for future use; wrap an ampersand in double quotation marks (""&"") to pass it as part of a string.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '=' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '=' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","An empty pipe element is not allowed.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing ] at end of attribute or type literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing type name after '['.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing opening '(' after keyword 'foreach'.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'in' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing closing ')' in expression.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing closing '}' in statement block or type definition.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token ')' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing type name after '['.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing function body in function declaration.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing ']' after array index expression.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing ] at end of attribute or type literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing ] at end of attribute or type literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'elseif' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","An empty pipe element is not allowed.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '=' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'elseif' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'elseif' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing type name after '['.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '=' operator after key in hash literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '=' operator after key in hash literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The hash literal was incomplete.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'catch' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '$foundUser' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","An empty pipe element is not allowed.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '=' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The Catch block is missing its statement block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '-join' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '-join' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","You must provide a value expression following the '-join' operator.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The hash literal was incomplete.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'else' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing ] at end of attribute or type literal.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The hash literal was incomplete.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'else' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing '(' after 'if' in if statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The Catch block is missing its statement block.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block in switch statement clause.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The ampersand (&) character is not allowed. The & operator is reserved for future use; wrap an ampersand in double quotation marks (""&"") to pass it as part of a string.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The ampersand (&) character is not allowed. The & operator is reserved for future use; wrap an ampersand in double quotation marks (""&"") to pass it as part of a string.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The ampersand (&) character is not allowed. The & operator is reserved for future use; wrap an ampersand in double quotation marks (""&"") to pass it as part of a string.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The ampersand (&) character is not allowed. The & operator is reserved for future use; wrap an ampersand in double quotation marks (""&"") to pass it as part of a string.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The ampersand (&) character is not allowed. The & operator is reserved for future use; wrap an ampersand in double quotation marks (""&"") to pass it as part of a string.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token 'else' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Unexpected token '}' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","Missing statement block after 'else' keyword.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\DataAggregation.psm1","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\UserProfileBuilder.psm1","Missing type name after '['.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\UserProfileBuilder.psm1","Unexpected token '""MB""' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\UserProfileBuilder.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
"ERROR","Syntax","C:\UserMigration\Modules\Processing\UserProfileBuilder.psm1","Unexpected token '{' in expression or statement.","Fix syntax error before deployment"
