2025-08-22 07:54:54 | HIGH RESOURCE ALERT | Memory: 1260.40625 MB | CPU: 78.375
2025-08-22 08:05:54 | HIGH RESOURCE ALERT | Memory: 1254.86328125 MB | CPU: 120.0625
2025-08-22 08:06:24 | HIGH RESOURCE ALERT | Memory: 1256.4140625 MB | CPU: 145.84375
2025-08-22 08:06:54 | HIGH RESOURCE ALERT | Memory: 1002.046875 MB | CPU: 150.9375
2025-08-22 08:07:24 | HIGH RESOURCE ALERT | Memory: 1002.07421875 MB | CPU: 151.4375
2025-08-22 08:07:54 | HIGH RESOURCE ALERT | Memory: 1002.0625 MB | CPU: 152.421875
2025-08-22 08:08:24 | HIGH RESOURCE ALERT | Memory: 1002.078125 MB | CPU: 152.984375
2025-08-22 08:08:54 | HIGH RESOURCE ALERT | Memory: 1002.015625 MB | CPU: 154.03125
2025-08-22 08:09:24 | HIGH RESOURCE ALERT | Memory: 1002.015625 MB | CPU: 154.75
2025-08-22 08:09:54 | HIGH RESOURCE ALERT | Memory: 1002.015625 MB | CPU: 155.375
2025-08-22 08:10:25 | HIGH RESOURCE ALERT | Memory: 1002.07421875 MB | CPU: 156.21875
2025-08-22 08:10:55 | HIGH RESOURCE ALERT | Memory: 1002.046875 MB | CPU: 156.953125
2025-08-22 08:11:25 | HIGH RESOURCE ALERT | Memory: 1002.05859375 MB | CPU: 157.625
2025-08-22 08:11:55 | HIGH RESOURCE ALERT | Memory: 1001.625 MB | CPU: 158.359375
2025-08-22 08:12:25 | HIGH RESOURCE ALERT | Memory: 1001.69140625 MB | CPU: 159.1875
2025-08-22 08:12:55 | HIGH RESOURCE ALERT | Memory: 1001.69140625 MB | CPU: 160.015625
2025-08-22 08:13:25 | HIGH RESOURCE ALERT | Memory: 1001.71875 MB | CPU: 160.640625
2025-08-22 08:13:55 | HIGH RESOURCE ALERT | Memory: 1001.66015625 MB | CPU: 161.015625
2025-08-22 08:14:25 | HIGH RESOURCE ALERT | Memory: 1001.6328125 MB | CPU: 161.84375
2025-08-22 08:14:55 | HIGH RESOURCE ALERT | Memory: 1001.63671875 MB | CPU: 162.390625
2025-08-22 08:15:25 | HIGH RESOURCE ALERT | Memory: 1001.6171875 MB | CPU: 163.25
2025-08-22 08:15:55 | HIGH RESOURCE ALERT | Memory: 1001.58984375 MB | CPU: 163.9375
2025-08-22 08:16:25 | HIGH RESOURCE ALERT | Memory: 1001.59765625 MB | CPU: 165.0625
2025-08-22 08:16:55 | HIGH RESOURCE ALERT | Memory: 1001.59765625 MB | CPU: 165.765625
2025-08-22 08:17:25 | HIGH RESOURCE ALERT | Memory: 1001.578125 MB | CPU: 166.4375
2025-08-22 09:46:30 | HIGH RESOURCE ALERT | Memory: 226.68359375 MB | CPU: 80.171875
2025-08-22 09:47:00 | HIGH RESOURCE ALERT | Memory: 226.74609375 MB | CPU: 80.921875
2025-08-22 09:47:30 | HIGH RESOURCE ALERT | Memory: 226.68359375 MB | CPU: 81.296875
2025-08-22 09:48:00 | HIGH RESOURCE ALERT | Memory: 226.66796875 MB | CPU: 82.0625
2025-08-22 09:48:30 | HIGH RESOURCE ALERT | Memory: 226.69140625 MB | CPU: 82.484375
2025-08-22 09:49:00 | HIGH RESOURCE ALERT | Memory: 226.69921875 MB | CPU: 83.078125
2025-08-22 09:49:30 | HIGH RESOURCE ALERT | Memory: 226.71875 MB | CPU: 83.4375
2025-08-22 09:50:00 | HIGH RESOURCE ALERT | Memory: 226.72265625 MB | CPU: 84.171875
2025-08-22 09:50:30 | HIGH RESOURCE ALERT | Memory: 226.69140625 MB | CPU: 84.625
2025-08-22 09:51:00 | HIGH RESOURCE ALERT | Memory: 226.66015625 MB | CPU: 85.421875
2025-08-22 09:51:31 | HIGH RESOURCE ALERT | Memory: 226.71484375 MB | CPU: 85.84375
2025-08-22 09:52:01 | HIGH RESOURCE ALERT | Memory: 226.6953125 MB | CPU: 86.53125
2025-08-22 09:52:31 | HIGH RESOURCE ALERT | Memory: 226.68359375 MB | CPU: 87.1875
2025-08-22 09:53:01 | HIGH RESOURCE ALERT | Memory: 226.64453125 MB | CPU: 87.6875
2025-08-22 09:53:31 | HIGH RESOURCE ALERT | Memory: 226.64453125 MB | CPU: 88.078125
2025-08-22 09:54:01 | HIGH RESOURCE ALERT | Memory: 226.64453125 MB | CPU: 88.625
2025-08-22 09:54:31 | HIGH RESOURCE ALERT | Memory: 226.70703125 MB | CPU: 89.140625
2025-08-22 09:55:01 | HIGH RESOURCE ALERT | Memory: 226.67578125 MB | CPU: 89.625
2025-08-22 09:55:31 | HIGH RESOURCE ALERT | Memory: 226.64453125 MB | CPU: 90.46875
2025-08-22 09:56:01 | HIGH RESOURCE ALERT | Memory: 226.703125 MB | CPU: 91.09375
2025-08-22 09:56:31 | HIGH RESOURCE ALERT | Memory: 226.64453125 MB | CPU: 91.796875
2025-08-22 09:57:01 | HIGH RESOURCE ALERT | Memory: 226.703125 MB | CPU: 92.09375
2025-08-22 09:57:31 | HIGH RESOURCE ALERT | Memory: 226.640625 MB | CPU: 92.78125
2025-08-22 09:58:01 | HIGH RESOURCE ALERT | Memory: 226.640625 MB | CPU: 93.1875
2025-08-22 09:58:31 | HIGH RESOURCE ALERT | Memory: 279.1484375 MB | CPU: 97.96875
2025-08-22 09:59:01 | HIGH RESOURCE ALERT | Memory: 306.74609375 MB | CPU: 103.984375
2025-08-22 09:59:31 | HIGH RESOURCE ALERT | Memory: 314.0859375 MB | CPU: 109.203125
2025-08-22 10:00:01 | HIGH RESOURCE ALERT | Memory: 328.4921875 MB | CPU: 115.9375
2025-08-22 10:00:31 | HIGH RESOURCE ALERT | Memory: 315.6640625 MB | CPU: 119.734375
2025-08-22 11:12:35 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 81.34375
2025-08-22 11:13:05 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 82.375
2025-08-22 11:13:35 | HIGH RESOURCE ALERT | Memory: 319.2578125 MB | CPU: 83.828125
2025-08-22 11:14:05 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 85
2025-08-22 11:14:35 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 86.640625
2025-08-22 11:15:05 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 87.796875
2025-08-22 11:15:35 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 89.625
2025-08-22 11:16:05 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 90.984375
2025-08-22 11:16:35 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 92.40625
2025-08-22 11:17:05 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 93.6875
2025-08-22 11:17:35 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 95.5
2025-08-22 11:18:05 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 97
2025-08-22 11:18:35 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 98.390625
2025-08-22 11:19:05 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 99.578125
2025-08-22 11:19:35 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 101.03125
2025-08-22 11:20:05 | HIGH RESOURCE ALERT | Memory: 319.24609375 MB | CPU: 102.25
2025-08-22 11:20:35 | HIGH RESOURCE ALERT | Memory: 319.2578125 MB | CPU: 103.5625
2025-08-22 11:21:05 | HIGH RESOURCE ALERT | Memory: 319.23046875 MB | CPU: 104.984375
2025-08-22 11:21:35 | HIGH RESOURCE ALERT | Memory: 319.23046875 MB | CPU: 106
2025-08-22 11:22:05 | HIGH RESOURCE ALERT | Memory: 319.23046875 MB | CPU: 107.09375
2025-08-22 11:22:35 | HIGH RESOURCE ALERT | Memory: 319.23046875 MB | CPU: 108.390625
2025-08-22 11:23:05 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 109.875
2025-08-22 11:23:35 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 111.375
2025-08-22 11:24:05 | HIGH RESOURCE ALERT | Memory: 319.234375 MB | CPU: 113
2025-08-22 11:24:35 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 114.3125
2025-08-22 11:25:05 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 115.9375
2025-08-22 11:25:35 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 117.328125
2025-08-22 11:26:05 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 118.953125
2025-08-22 11:26:35 | HIGH RESOURCE ALERT | Memory: 319.31640625 MB | CPU: 120.25
2025-08-22 11:27:06 | HIGH RESOURCE ALERT | Memory: 319.31640625 MB | CPU: 121.875
2025-08-22 11:27:36 | HIGH RESOURCE ALERT | Memory: 319.31640625 MB | CPU: 123.6875
2025-08-22 11:28:06 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 125.109375
2025-08-22 11:28:36 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 126.234375
2025-08-22 11:29:06 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 127.75
2025-08-22 11:29:36 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 128.9375
2025-08-22 11:30:06 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 130.015625
2025-08-22 11:30:36 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 131.421875
2025-08-22 11:31:06 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 132.640625
2025-08-22 11:31:36 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 134.4375
2025-08-22 11:32:06 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 135.671875
2025-08-22 11:32:36 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 137.015625
2025-08-22 11:33:06 | HIGH RESOURCE ALERT | Memory: 319.30859375 MB | CPU: 138.171875
2025-08-22 11:33:36 | HIGH RESOURCE ALERT | Memory: 319.30859375 MB | CPU: 139.625
2025-08-22 11:34:06 | HIGH RESOURCE ALERT | Memory: 319.328125 MB | CPU: 140.9375
2025-08-22 11:34:36 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 142.53125
2025-08-22 11:35:06 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 144.25
2025-08-22 11:35:36 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 146.140625
2025-08-22 11:36:06 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 147.203125
2025-08-22 11:36:36 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 148.796875
2025-08-22 11:37:06 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 149.796875
2025-08-22 11:37:36 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 151.515625
2025-08-22 11:38:06 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 152.578125
2025-08-22 11:38:36 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 154.21875
2025-08-22 11:39:06 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 155.78125
2025-08-22 11:39:36 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 157.046875
2025-08-22 11:40:06 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 158.375
2025-08-22 11:40:36 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 159.828125
2025-08-22 11:41:06 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 161.46875
2025-08-22 11:41:36 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 162.828125
2025-08-22 11:42:06 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 164.546875
2025-08-22 11:42:37 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 166.046875
2025-08-22 11:43:07 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 167.75
2025-08-22 11:43:37 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 169.078125
2025-08-22 11:44:07 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 170.265625
2025-08-22 11:44:37 | HIGH RESOURCE ALERT | Memory: 319.296875 MB | CPU: 171.390625
2025-08-22 11:45:07 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 172.78125
2025-08-22 11:45:37 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 174.03125
2025-08-22 11:46:07 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 175.828125
2025-08-22 11:46:37 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 176.875
2025-08-22 11:47:07 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 178.421875
2025-08-22 11:47:37 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 179.859375
2025-08-22 11:48:07 | HIGH RESOURCE ALERT | Memory: 319.3203125 MB | CPU: 181.390625
2025-08-22 11:48:37 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 182.65625
2025-08-22 11:49:07 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 184.203125
2025-08-22 11:49:37 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 185.671875
2025-08-22 11:50:07 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 187.3125
2025-08-22 11:50:37 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 189
2025-08-22 11:51:07 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 190.5625
2025-08-22 11:51:37 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 191.8125
2025-08-22 11:52:07 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 193.4375
2025-08-22 11:52:37 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 194.875
2025-08-22 11:53:07 | HIGH RESOURCE ALERT | Memory: 319.30078125 MB | CPU: 196.296875
2025-08-22 11:53:37 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 197.8125
2025-08-22 11:54:07 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 199.015625
2025-08-22 11:54:37 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 200.921875
2025-08-22 11:55:07 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 202.015625
2025-08-22 11:55:37 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 203.484375
2025-08-22 11:56:07 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 204.71875
2025-08-22 11:56:37 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 206.265625
2025-08-22 11:57:07 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 207.359375
2025-08-22 11:57:38 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 208.96875
2025-08-22 11:58:08 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 210.265625
2025-08-22 11:58:38 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 211.625
2025-08-22 11:59:08 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 212.96875
2025-08-22 11:59:38 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 214.3125
2025-08-22 12:00:08 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 215.734375
2025-08-22 12:00:38 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 217.390625
2025-08-22 12:01:08 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 219.21875
2025-08-22 12:01:38 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 220.734375
2025-08-22 12:02:08 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 222.015625
2025-08-22 12:02:38 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 223.40625
2025-08-22 12:03:08 | HIGH RESOURCE ALERT | Memory: 319.3046875 MB | CPU: 225.015625
2025-08-22 12:03:38 | HIGH RESOURCE ALERT | Memory: 319.34375 MB | CPU: 226.390625
2025-08-22 12:04:08 | HIGH RESOURCE ALERT | Memory: 319.34375 MB | CPU: 227.875
2025-08-22 12:04:38 | HIGH RESOURCE ALERT | Memory: 319.33203125 MB | CPU: 229.171875
2025-08-22 12:05:08 | HIGH RESOURCE ALERT | Memory: 319.33203125 MB | CPU: 230.765625
2025-08-22 12:05:38 | HIGH RESOURCE ALERT | Memory: 319.33203125 MB | CPU: 232.3125
2025-08-22 12:06:08 | HIGH RESOURCE ALERT | Memory: 319.33203125 MB | CPU: 234.140625
2025-08-22 12:06:38 | HIGH RESOURCE ALERT | Memory: 319.33203125 MB | CPU: 235.0625
2025-08-22 12:07:08 | HIGH RESOURCE ALERT | Memory: 319.33203125 MB | CPU: 236.875
2025-08-22 12:07:38 | HIGH RESOURCE ALERT | Memory: 319.33203125 MB | CPU: 238.125
2025-08-22 12:08:08 | HIGH RESOURCE ALERT | Memory: 319.33203125 MB | CPU: 239.703125
2025-08-22 12:08:38 | HIGH RESOURCE ALERT | Memory: 319.3359375 MB | CPU: 241.25
2025-08-22 12:09:08 | HIGH RESOURCE ALERT | Memory: 319.3359375 MB | CPU: 242.921875
2025-08-22 12:09:38 | HIGH RESOURCE ALERT | Memory: 319.3515625 MB | CPU: 244.75
2025-08-22 12:10:08 | HIGH RESOURCE ALERT | Memory: 319.3359375 MB | CPU: 246.0625
2025-08-22 12:10:38 | HIGH RESOURCE ALERT | Memory: 319.3359375 MB | CPU: 247.5
2025-08-22 12:11:08 | HIGH RESOURCE ALERT | Memory: 319.3359375 MB | CPU: 248.921875
2025-08-22 12:11:38 | HIGH RESOURCE ALERT | Memory: 319.3359375 MB | CPU: 250.3125
2025-08-22 12:12:08 | HIGH RESOURCE ALERT | Memory: 319.3359375 MB | CPU: 251.765625
2025-08-22 12:12:38 | HIGH RESOURCE ALERT | Memory: 319.3359375 MB | CPU: 252.8125
2025-08-22 12:13:09 | HIGH RESOURCE ALERT | Memory: 316.65625 MB | CPU: 254.578125
2025-08-22 12:13:39 | HIGH RESOURCE ALERT | Memory: 316.62890625 MB | CPU: 256.34375
2025-08-22 12:14:09 | HIGH RESOURCE ALERT | Memory: 316.6328125 MB | CPU: 258.078125
2025-08-22 21:24:05 | HIGH RESOURCE ALERT | Memory: 1110.625 MB | CPU: 70.515625
2025-08-23 04:42:56 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 80.328125
2025-08-23 04:43:26 | HIGH RESOURCE ALERT | Memory: 226.12890625 MB | CPU: 80.734375
2025-08-23 04:43:56 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 81.625
2025-08-23 04:44:26 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 81.890625
2025-08-23 04:44:57 | HIGH RESOURCE ALERT | Memory: 226.15625 MB | CPU: 82.4375
2025-08-23 04:45:27 | HIGH RESOURCE ALERT | Memory: 226.1171875 MB | CPU: 82.984375
2025-08-23 04:45:57 | HIGH RESOURCE ALERT | Memory: 226.12890625 MB | CPU: 83.8125
2025-08-23 04:46:27 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 84.234375
2025-08-23 04:46:57 | HIGH RESOURCE ALERT | Memory: 226.0859375 MB | CPU: 84.953125
2025-08-23 04:47:27 | HIGH RESOURCE ALERT | Memory: 226.1328125 MB | CPU: 85.28125
2025-08-23 04:47:57 | HIGH RESOURCE ALERT | Memory: 226.1328125 MB | CPU: 86.09375
2025-08-23 04:48:27 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 86.390625
2025-08-23 04:48:57 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 87
2025-08-23 04:49:27 | HIGH RESOURCE ALERT | Memory: 226.0859375 MB | CPU: 87.390625
2025-08-23 04:49:57 | HIGH RESOURCE ALERT | Memory: 226.0859375 MB | CPU: 88.171875
2025-08-23 04:50:27 | HIGH RESOURCE ALERT | Memory: 226.1328125 MB | CPU: 88.78125
2025-08-23 04:50:57 | HIGH RESOURCE ALERT | Memory: 226.1328125 MB | CPU: 89.453125
2025-08-23 04:51:27 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 89.6875
2025-08-23 04:51:57 | HIGH RESOURCE ALERT | Memory: 226.08203125 MB | CPU: 90.5
2025-08-23 04:52:27 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 90.765625
2025-08-23 04:52:57 | HIGH RESOURCE ALERT | Memory: 226.08203125 MB | CPU: 91.21875
2025-08-23 04:53:27 | HIGH RESOURCE ALERT | Memory: 226.125 MB | CPU: 91.703125
2025-08-23 04:53:57 | HIGH RESOURCE ALERT | Memory: 226.12890625 MB | CPU: 92.359375
2025-08-23 04:54:27 | HIGH RESOURCE ALERT | Memory: 226.1640625 MB | CPU: 92.78125
2025-08-23 04:54:57 | HIGH RESOURCE ALERT | Memory: 226.0859375 MB | CPU: 93.234375
2025-08-23 04:55:27 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 93.6875
2025-08-23 04:55:57 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 94.265625
2025-08-23 04:56:27 | HIGH RESOURCE ALERT | Memory: 226.1015625 MB | CPU: 94.75
2025-08-23 04:56:57 | HIGH RESOURCE ALERT | Memory: 226.0859375 MB | CPU: 95.140625
2025-08-23 04:57:27 | HIGH RESOURCE ALERT | Memory: 226.08984375 MB | CPU: 95.46875
2025-08-23 04:57:57 | HIGH RESOURCE ALERT | Memory: 226.12109375 MB | CPU: 96.265625
2025-08-23 04:58:27 | HIGH RESOURCE ALERT | Memory: 226.08984375 MB | CPU: 97
2025-08-23 04:58:57 | HIGH RESOURCE ALERT | Memory: 226.1328125 MB | CPU: 97.421875
2025-08-23 04:59:27 | HIGH RESOURCE ALERT | Memory: 226.1328125 MB | CPU: 97.984375
2025-08-23 04:59:57 | HIGH RESOURCE ALERT | Memory: 226.12890625 MB | CPU: 98.5
2025-08-23 05:00:28 | HIGH RESOURCE ALERT | Memory: 226.1328125 MB | CPU: 98.953125
2025-08-23 05:00:58 | HIGH RESOURCE ALERT | Memory: 226.10546875 MB | CPU: 99.421875
2025-08-23 05:01:28 | HIGH RESOURCE ALERT | Memory: 226.15625 MB | CPU: 100.109375
2025-08-23 05:01:58 | HIGH RESOURCE ALERT | Memory: 226.078125 MB | CPU: 100.609375
2025-08-23 05:02:28 | HIGH RESOURCE ALERT | Memory: 226.140625 MB | CPU: 101.234375
2025-08-23 05:02:58 | HIGH RESOURCE ALERT | Memory: 226.140625 MB | CPU: 101.609375
2025-08-23 05:03:28 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 102.359375
2025-08-23 05:03:58 | HIGH RESOURCE ALERT | Memory: 226.11328125 MB | CPU: 102.75
2025-08-23 05:04:28 | HIGH RESOURCE ALERT | Memory: 226.11328125 MB | CPU: 103.5
2025-08-23 05:04:58 | HIGH RESOURCE ALERT | Memory: 226.17578125 MB | CPU: 103.875
2025-08-23 05:05:28 | HIGH RESOURCE ALERT | Memory: 226.140625 MB | CPU: 104.40625
2025-08-23 05:05:58 | HIGH RESOURCE ALERT | Memory: 226.09375 MB | CPU: 104.65625
2025-08-23 05:06:28 | HIGH RESOURCE ALERT | Memory: 226.171875 MB | CPU: 105.171875
2025-08-23 05:06:58 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 105.671875
2025-08-23 05:07:28 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 106.34375
2025-08-23 05:07:58 | HIGH RESOURCE ALERT | Memory: 226.11328125 MB | CPU: 106.75
2025-08-23 05:08:28 | HIGH RESOURCE ALERT | Memory: 226.140625 MB | CPU: 107.375
2025-08-23 05:08:58 | HIGH RESOURCE ALERT | Memory: 226.11328125 MB | CPU: 107.734375
2025-08-23 05:09:28 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 108.609375
2025-08-23 05:09:58 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 109.203125
2025-08-23 05:10:28 | HIGH RESOURCE ALERT | Memory: 226.11328125 MB | CPU: 109.796875
2025-08-23 05:10:58 | HIGH RESOURCE ALERT | Memory: 226.17578125 MB | CPU: 110.109375
2025-08-23 05:11:28 | HIGH RESOURCE ALERT | Memory: 226.11328125 MB | CPU: 110.625
2025-08-23 05:11:58 | HIGH RESOURCE ALERT | Memory: 226.140625 MB | CPU: 111.015625
2025-08-23 05:12:28 | HIGH RESOURCE ALERT | Memory: 226.17578125 MB | CPU: 111.734375
2025-08-23 05:12:58 | HIGH RESOURCE ALERT | Memory: 226.14453125 MB | CPU: 112.046875
2025-08-23 05:13:28 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 112.78125
2025-08-23 05:13:58 | HIGH RESOURCE ALERT | Memory: 226.11328125 MB | CPU: 113.140625
2025-08-23 05:14:28 | HIGH RESOURCE ALERT | Memory: 226.09765625 MB | CPU: 113.625
